Região,Área,Pagamento,Opinião,Renda,Idade
Jaquereçaba,Administração,Bolsas de estudo,Insatisfeito,1.45,24
Jaquereçaba,Administração,Bolsas de estudo,Insatisfeito,1.45,24
Paranapitanga,Computação e Matemática,Financiamento bancário,Satisfeito,1.46,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.47,24
Aratibutantã,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.47,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.47,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.47,24
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.47,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.48,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,1.48,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.48,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.48,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.48,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.48,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.48,24
Aratibutantã,Administração,Financiamento bancário,Muito satisfeito,1.48,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.49,24
Aratibutantã,Humanidades,Financiamento bancário,Satisfeito,1.49,24
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.49,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.5,24
Baependinha,Engenharia e Produção,Financiamento bancário,Indiferente,1.5,24
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.5,24
Aratibutantã,Administração,Financiamento bancário,Muito satisfeito,1.51,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.51,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,1.51,24
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.51,24
Itamaracanã,Engenharia e Produção,Financiamento bancário,Indiferente,1.51,24
Jaquereçaba,Computação e Matemática,Financiamento bancário,Indiferente,1.51,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.52,24
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.52,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Satisfeito,1.53,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.53,24
Jaquereçaba,Educacional,Financiamento bancário,Muito satisfeito,1.53,24
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Muito satisfeito,1.53,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Indiferente,1.54,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.55,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.55,24
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,1.55,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.55,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.55,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.55,24
Itamaracanã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.55,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.55,24
Aratibutantã,Administração,Financiamento bancário,Muito satisfeito,1.56,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.56,24
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.57,24
Aratibutantã,Administração,Financiamento bancário,Muito satisfeito,1.58,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.58,24
Paranapitanga,Computação e Matemática,Financiamento bancário,Satisfeito,1.58,24
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.59,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.6,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,,1.6,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.6,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.61,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.61,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.61,24
Aratibutantã,Engenharia e Produção,Recursos próprios,Muito satisfeito,1.61,24
Aratibutantã,Administração,Financiamento bancário,Muito satisfeito,1.61,24
Baependinha,Administração,Financiamento bancário,Satisfeito,1.61,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Satisfeito,1.61,24
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,1.61,24
Paranapitanga,Engenharia e Produção,Financiamento bancário,Satisfeito,1.61,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.63,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.63,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.63,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.63,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.64,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.65,24
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,1.65,24
Baependinha,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.66,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.66,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.67,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.67,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.68,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.68,24
Aratibutantã,Administração,Financiamento bancário,Muito satisfeito,1.69,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.69,24
Jaquereçaba,Administração,Financiamento bancário,Satisfeito,1.69,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.7,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.7,24
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,1.7,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.71,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Indiferente,1.71,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.72,24
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,1.72,24
Baependinha,Computação e Matemática,Bolsas de estudo,Satisfeito,1.72,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.72,24
Baependinha,Computação e Matemática,Bolsas de estudo,Indiferente,1.73,24
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.75,24
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,1.75,24
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.75,24
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.76,24
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,1.76,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.77,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.78,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.79,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.8,24
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,1.8,24
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Indiferente,1.8,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.81,24
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,1.81,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.81,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.81,24
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.82,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.84,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.84,24
Paranapitanga,Computação e Matemática,Financiamento bancário,Satisfeito,1.84,24
Paranapitanga,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.84,24
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,1.86,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.86,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.87,24
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.88,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,1.89,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,1.9,24
Paranapitanga,Jurídica e Contábil,Recursos próprios,Muito satisfeito,1.93,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.95,24
Aratibutantã,Engenharia e Produção,Recursos próprios,Muito satisfeito,1.96,24
Paranapitanga,Engenharia e Produção,Financiamento bancário,Satisfeito,1.98,24
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,1.99,24
Jaquereçaba,Educacional,Bolsas de estudo,Muito insatisfeito,2,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2,24
Paranapitanga,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.01,24
Jaquereçaba,Administração,Financiamento bancário,Muito satisfeito,2.01,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.03,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.03,24
Baependinha,Humanidades,Bolsas de estudo,Muito insatisfeito,2.04,24
Aratibutantã,Administração,Financiamento bancário,Muito satisfeito,2.05,24
Itamaracanã,Humanidades,Bolsas de estudo,Insatisfeito,2.06,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.07,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2.07,24
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.11,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2.12,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Satisfeito,2.13,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2.15,24
Aratibutantã,Computação e Matemática,Bolsas de estudo,Indiferente,2.16,24
Baependinha,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.16,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.18,24
Baependinha,Administração,Financiamento bancário,Indiferente,2.24,24
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.26,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.29,24
Aratibutantã,Educacional,Financiamento bancário,Satisfeito,2.32,24
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.32,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.34,24
Aratibutantã,Administração,Bolsas de estudo,Insatisfeito,2.36,24
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.5,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,2.5,24
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.5,24
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.59,24
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.64,24
Paranapitanga,Jurídica e Contábil,Recursos próprios,Satisfeito,2.68,24
Paranapitanga,Jurídica e Contábil,Recursos próprios,Indiferente,2.69,24
Paranapitanga,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.69,24
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Muito satisfeito,2.75,24
Paranapitanga,Jurídica e Contábil,,Indiferente,2.83,24
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.94,24
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,3.06,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,3.37,24
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,4.2,24
Baependinha,Educacional,Bolsas de estudo,Insatisfeito,4.48,24
Jaquereçaba,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,5.08,24
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,6.12,24
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,6.68,24
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,10.5,24
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,11.3,24
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,25
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,25
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1,25
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,25
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,25
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,25
Itamaracanã,Humanidades,Bolsas de estudo,Muito insatisfeito,1.01,25
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.01,25
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.01,25
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.01,25
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1.01,25
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.02,25
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.02,25
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.02,25
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.02,25
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1.02,25
Itamaracanã,Humanidades,Bolsas de estudo,Muito insatisfeito,1.02,25
Jaquereçaba,Humanidades,Financiamento bancário,Muito insatisfeito,1.02,25
Jaquereçaba,Educacional,Bolsas de estudo,Muito insatisfeito,1.02,25
Aratibutantã,Educacional,Bolsas de estudo,Muito insatisfeito,1.03,25
Aratibutantã,Educacional,Bolsas de estudo,Muito insatisfeito,1.03,25
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.03,25
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.03,25
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.03,25
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.03,25
Baependinha,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.03,25
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.03,25
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.03,25
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.03,25
Baependinha,Educacional,Bolsas de estudo,Insatisfeito,1.03,25
Baependinha,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.03,25
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.03,25
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.03,25
Itamaracanã,Educacional,Financiamento bancário,Indiferente,1.03,25
Jaquereçaba,Educacional,Bolsas de estudo,Muito insatisfeito,1.03,25
Jaquereçaba,Humanidades,Bolsas de estudo,Muito insatisfeito,1.03,25
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.04,25
Baependinha,Administração,Financiamento bancário,Muito insatisfeito,1.04,25
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.04,25
Baependinha,Educacional,Financiamento bancário,Indiferente,1.04,25
Baependinha,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.04,25
Baependinha,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.04,25
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.04,25
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.04,25
Itamaracanã,Administração,Financiamento bancário,Muito insatisfeito,1.04,25
Itamaracanã,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.04,25
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1.04,25
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.04,25
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.04,25
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.04,25
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.04,25
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.04,25
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.04,25
